budget,original_language,popularity,revenue,runtime,vote_average,vote_count,director,success
5000000,en,7.79068,2466444,104.0,6.2,73,James Cox,0
6500000,en,15.580335,37295445,120.0,7.6,292,Spike Lee,0
0,en,5.336243,0,99.0,4.8,15,James Toback,0
3850000,fr,10.787322,0,93.0,6.8,97,Aki Kaurism\u00e4ki,0
0,fr,32.476098,792,97.0,7.1,538,Gaspar No\u00e9,0
5500000,ja,3.21392,0,100.0,5.4,31,Hitoshi Matsumoto,0
2200000,hi,5.206967,11502151,157.0,7.2,97,Rakeysh Omprakash Mehra,0
0,en,1.5846,0,90.0,6.2,9,Collin Schiffli,0
8000000,en,3.653305000000002,0,96.0,5.6,28,George Ratliff,0
0,en,3.865122,0,96.0,4.9,57,David Wain,0
0,en,1.391958,0,90.0,7.3,18,Shane Meadows,0
0,en,20.821846,15699707,100.0,7.1,399,Morten Tyldum,0
0,en,9.451228,0,94.0,6.0,140,Jon Wright,0
0,en,1.688495,0,95.0,7.3,24,Michael McGowan,0
5500000,en,5.0330650000000015,5000000,120.0,5.9,45,Liv Ullmann,0
5100000,en,5.9340160000000015,0,103.0,7.2,102,Jeannot Szwarc,0
0,hi,0.075817,0,130.0,5.4,7,Rohan Sippy,0
5000000,en,48.375848,0,106.0,6.5,1211,James Wan,0
4000000,en,42.187986,152925093,92.0,6.3,1251,Darren Lynn Bousman,1
15000000,en,53.698683,108286421,103.0,6.8,2468,Dan Trachtenberg,1
5000000,en,14.752587,64282312,87.0,6.1,345,Jeff Tremaine,1
4900000,en,48.170508,44107032,81.0,6.3,1129,David F. Sandberg,0
5000000,en,29.15813,205703818,83.0,5.9,669,Henry Joost,1
5000000,en,56.30466,103590271,89.0,4.9,983,Stiles White,1
5000000,en,17.304054999999998,44793222,96.0,6.5,354,Chuck Russell,0
5500000,es,9.59729,99067206,115.0,7.5,205,Eugenio Derbez,1
5000000,en,20.326337,142817992,95.0,5.2,563,Henry Joost,1
4100000,en,4.028875,36000000,135.0,6.4,42,Henry Koster,0
5000000,en,6.470766,41833347,113.0,6.7,137,Blake Edwards,0
11000000,en,16.856231,34872033,89.0,5.1,272,Rachel Talalay,0
8000000,en,19.683187,60378584,110.0,7.0,485,Patty Jenkins,0
5000000,en,9.358197,28200000,127.0,6.8,157,Richard Fleischer,0
5000000,en,19.984477,86362372,84.0,5.2,449,Christopher B. Landon,1
5000000,en,30.271066,26010864,124.0,7.9,719,David Lynch,0
5000000,en,59.454473,55198285,117.0,7.9,2886,Jean-Marc Vall\u00e9e,0
3300000,en,20.304235,64110728,83.0,5.1,505,David Gelb,1
9000000,en,60.715151,39723096,113.0,8.1,4028,Christopher Nolan,0
5000000,en,35.871248,44030246,104.0,6.3,1050,Mike Flanagan,0
5000000,en,18.077963,26888376,97.0,6.9,398,Kevin Smith,0
5000000,en,20.428237,110000000,110.0,7.4,750,Stephen Daldry,1
4600000,en,32.14444,23198652,103.0,7.1,688,Nat Faxon,0
0,en,3.673566000000001,0,94.0,4.7,21,Doug McHenry,0
3500000,en,3.656491,20659423,104.0,6.8,37,George T. Miller,0
0,en,1.88484,0,77.0,5.4,22,Maurice Joyce,0
5000000,en,4.227807,0,134.0,6.1,38,Robert Duvall,0
0,en,3.102862,0,129.0,6.5,54,Frank Perry,0
10000000,en,15.688439,17273593,90.0,5.9,365,Jesse Peretz,0
5000000,en,22.9951,24804129,134.0,7.1,478,Stephen Hopkins,0
0,en,5.7698220000000005,0,104.0,6.4,14,Ice Cube,0
5000000,en,26.510558000000003,40100000,93.0,6.1,766,John Erick Dowdle,0
0,en,7.544515,0,105.0,5.4,63,Bille Woodruff,0
0,en,1.126941,0,109.0,6.1,27,Kasi Lemmons,0
5000000,en,35.307577,43884652,99.0,7.5,1104,Richard Glatzer,0
5000000,en,4.079111,15000000,139.0,6.0,11,Michael Curtiz,0
5000000,en,7.058868,19905359,99.0,6.4,86,Bruce Malmuth,0
5000000,en,12.904615,14000000,100.0,4.8,191,Rob Hedden,0
5000000,en,18.115566,368744044,95.0,6.2,671,Joel Zwick,1
5000000,en,62.554173,31724284,94.0,5.0,1551,Harmony Korine,0
5000000,en,9.483717,15116634,88.0,5.0,170,Joe Chappelle,0
5000000,es,16.890285000000002,33616692,106.0,7.3,315,Alfonso Cuar\u00f3n,0
4000000,en,49.12486,30039392,99.0,7.5,2420,Edgar Wright,0
0,en,8.309894,0,82.0,4.3,48,Mickey Liddell,0
5000000,en,5.960149,13269963,135.0,6.9,77,John Sayles,0
5000000,en,9.302349,17768757,88.0,5.9,209,Dwight H. Little,0
5000000,en,8.190888000000001,0,89.0,5.8,73,Fred Walton,0
0,en,5.87193,0,110.0,6.9,83,Barry Levinson,0
5000000,en,8.452666,12232628,107.0,5.5,67,Steve Carver,0
5000000,en,17.028252,25562924,86.0,5.0,356,Gonzalo L\u00f3pez-Gallego,0
5000000,en,19.336367000000006,16174377,102.0,6.5,255,Christine Jeffs,0
5000000,en,38.006982,54418872,103.0,6.7,777,John Erick Dowdle,0
0,en,6.377523,14056528,118.0,6.0,97,Don Coscarelli,0
5000000,en,0.835617,12200000,139.0,5.4,8,King Vidor,0
20000000,en,14.947588,21164799,92.0,4.3,331,Michael Tiddes,0
0,en,5.1299,0,99.0,6.3,9,Bill Duke,0
4,en,1.199451,25,89.0,6.2,28,Frank Borzage,0
0,en,3.810827,0,96.0,5.2,42,Bille Woodruff,0
5500000,en,3.7387,0,82.0,6.2,72,Mamoru Hosoda,0
0,en,9.85123,0,92.0,6.3,147,Brian Dannelly,0
8000000,fr,3.03091,3432342,99.0,6.7,77,Denys Arcand,0
0,en,3.199904,0,106.0,6.6,50,Richard Lester,0
5000000,en,2.739307,0,90.0,4.9,47,J.S. Cardone,0
5000000,en,5.348446,7230000,118.0,6.4,91,Guy Hamilton,0
5000000,en,4.070044,0,97.0,6.7,89,Jay Levey,0
0,en,9.974681,6538177,94.0,6.6,220,Nicholaus Goossen,0
5000000,en,6.3082980000000015,0,91.0,6.5,44,Tamara Jenkins,0
5000000,it,49.333137,5321508,175.0,8.1,1128,Sergio Leone,0
5000000,en,4.149628,5476060,94.0,6.3,55,Jon Favreau,0
5000000,en,46.114184,9760104,97.0,7.6,1794,Duncan Jones,0
0,en,3.562563,0,90.0,5.2,18,Scott Marshall,0
5000000,en,4.498368,4074023,41.0,5.9,11,Ronan Chapalain,0
5000000,en,7.673124,3263585,112.0,6.8,103,Atom Egoyan,0
4000000,fr,4.992475,41424067,120.0,6.5,91,Xavier Beauvois,0
5000000,en,6.174435,4040588,110.0,6.6,60,Randall Miller,0
0,en,0.805312,0,87.0,4.6,5,Jerry Belson,0
5000000,en,8.753409,3049135,99.0,7.0,294,Peter Jackson,0
5000000,en,3.943706,4842699,121.0,5.4,40,Michael Polish,0
5000000,en,9.169411,2614773,97.0,6.0,208,Dan Rush,0
5000000,en,2.732031,1980338,116.0,6.0,55,Jake Kasdan,0
5000000,en,35.252056,8203235,101.0,7.3,1247,Brad Anderson,0
5000000,en,6.063868,0,103.0,5.7,15,Paul Schrader,0
5000000,en,21.343093,2450846,112.0,6.6,355,Michael Cuesta,0
5000000,en,10.095184,5129058,91.0,6.9,165,John Cameron Mitchell,0
5000000,en,4.129165,742898,98.0,5.9,58,Fenton Bailey,0
5000000,en,30.001024,3220371,95.0,6.7,683,Jeremy Saulnier,0
5000000,en,6.759235,0,88.0,5.8,27,Billy Kent,0
5000000,en,1.731035,846704,99.0,3.9,15,James Manera,0
7000000,en,11.700578,560069,91.0,6.8,281,Wes Anderson,0
6000000,en,2.3886830000000003,0,97.0,5.6,45,Kevin Spacey,0
0,hi,0.080704,0,136.0,6.0,2,Feroz Abbas Khan,0
0,en,0.888986,0,117.0,6.6,14,Errol Morris,0
0,en,0.679351,0,94.0,6.5,17,Dennis Hopper,0
5000000,en,19.940245,5476793,89.0,7.3,847,Eli Craig,0
0,en,1.286991,0,92.0,6.2,13,Nicholas Fackler,0
0,en,0.042442,0,128.0,6.6,4,Richard Wallace,0
0,en,1.116206,0,90.0,5.5,9,Morgan J. Freeman,0
5000000,en,3.0543400000000003,0,95.0,4.7,33,Matthew Hastings,0
5000000,en,38.94708,98450062,94.0,6.0,1360,M. Night Shyamalan,1
5000000,en,3.792015,782102,90.0,6.2,37,Brian De Palma,0
0,de,0.2197989999999999,0,95.0,3.8,4,Klaus Menzel,0
5000000,en,7.794,0,91.0,4.2,151,Oren Peli,0
5000000,es,9.136965,0,107.0,7.0,202,Jaume Balaguer\u00f3,0
0,en,8.39685,0,92.0,6.3,80,Paul Andrew Williams,0
0,en,7.864905,0,87.0,5.8,65,Stephen Herek,0
0,en,1.963219,0,80.0,3.2,13,Bob Saget,0
0,en,1.546169,0,95.0,7.0,2,,0
5000000,en,10.619574,0,105.0,7.4,105,William H. Macy,0
5000000,en,0.999655,0,67.0,3.0,3,Barrett Esposito,0
0,en,1.985243,0,95.0,6.1,24,Mitch Davis,0
0,en,0.102003,0,89.0,5.0,3,Eric Bross,0
15000000,en,10.48009,0,94.0,4.5,118,Paul Schrader,0
0,en,1.136568,0,109.0,4.1,7,Vicky Jewson,0
5000000,en,11.095219,0,123.0,6.4,131,Peter Hyams,0
0,en,0.40703,0,0.0,0.0,0,Marcia Bennett,0
0,en,0.028756,0,88.0,0.0,0,,0
5000000,en,8.618793,0,88.0,4.7,102,Kevin Smith,0
0,en,2.394613,0,97.0,3.5,36,Stanton Barrett,0
0,cs,2.387463,0,120.0,7.0,22,Ji\u0159\u00ed Menzel,0
5000000,de,5.461487,17872796,99.0,7.1,116,Fatih Akin,0
1000000,en,14.805264,24475416,135.0,7.4,231,Billy Bob Thornton,0
4798235,en,25.30216,209696,107.0,6.3,458,Nick Murphy ,0
4800000,en,38.83192,80578934,94.0,5.7,887,Eli Roth,1
0,en,3.5007410000000005,0,94.0,6.2,43,Michael Winterbottom,0
5000000,en,19.807295,3099314,120.0,7.1,471,Jeff Nichols,0
0,en,1.435742,0,112.0,6.3,25,Frank LaLoggia,0
0,en,7.667888,0,98.0,6.3,47,Jeremy Brock,0
5000000,en,8.496364,0,81.0,5.5,76,Scott Foley,0
4700000,en,9.617777,8025872,101.0,5.9,139,Tobe Hooper,0
4638783,en,4.495256,11000000,106.0,7.2,65,Sam Peckinpah,0
4800000,en,35.754865,10337387,90.0,5.6,862,Nicolas Winding Refn,0
0,fr,0.20323,0,80.0,4.8,4,Christophe Ali,0
4,en,0.28076,0,83.0,4.6,8,Gabriela Tagliavini,0
0,en,3.1131900000000003,0,105.0,7.0,46,Shona Auerbach,0
0,en,0.137535,0,89.0,1.0,1,Leonard Farlinger,0
4600000,fr,6.368933,0,100.0,7.3,93,Michel Leclerc,0
4700000,en,0.217538,0,92.0,5.6,6,Analeine Cal y Mayor,0
4600000,en,3.531877,0,97.0,5.7,60,Tom Kalin,0
0,en,0.7063550000000001,0,103.0,5.9,18,Robert Sarkies,0
4500000,en,15.002502,146198896,96.0,6.5,602,Hugh Wilson,1
4500000,en,22.585384,58853106,104.0,5.8,408,Randal Kleiser,1
6000000,en,29.834065,254700832,117.0,6.6,632,Mike Newell,1
4500000,en,20.403344,27092880,90.0,7.0,322,Amy Heckerling,0
4500000,en,5.224593,10400000,116.0,6.9,89,John Huston,0
15000000,en,30.19603900000001,13060843,135.0,7.2,629,Spike Lee,0
4500000,en,15.359952,7011317,108.0,6.9,198,Lilly Wachowski,0
4500000,en,11.573034,7390108,102.0,7.9,2443,Darren Aronofsky,0
0,en,1.847822,0,96.0,6.2,19,Walter Lang,0
0,es,0.425551,0,115.0,6.8,6,Carlos Saura,0
4500000,en,3.819796,0,123.0,7.0,71,Oliver Stone,0
5000000,en,10.274542,10429707,98.0,5.5,121,Jon Erwin,0
6000000,en,61.210016,1270522,113.0,7.7,3452,Richard Kelly,0
0,en,0.1773559999999999,0,105.0,6.1,18,Beto G\u00f3mez,0
4500000,nl,0.0116969999999999,0,122.0,7.7,25,Mike van Diem,0
2000000,en,6.249262,0,101.0,6.6,132,Jonas \u00c5kerlund,0
4500000,en,3.108881,744816,97.0,6.3,30,Todd Solondz,0
0,ko,17.074842999999998,23803308,115.0,7.4,356,Park Chan-wook,0
0,fr,0.774442,0,120.0,6.2,13,Ren\u00e9 F\u00e9ret,0
0,en,8.816995,0,99.0,6.0,157,Barry Skolnick,0
4500000,cn,8.48639,0,110.0,7.0,46,Johnnie To,0
0,en,5.223096,623528,98.0,6.6,73,Mateo Gil,0
0,sv,7.759214999999997,0,109.0,7.7,139,Lukas Moodysson,0
4500000,en,14.570359,3606395,104.0,5.4,251,Agnieszka Wojtowicz-Vosloo,0
0,en,0.371337,0,134.0,5.3,2,Kabir Sadanand,0
3000000,en,127.525581,108981275,133.0,8.2,2919,Milo\u0161 Forman,1
4400000,en,3.898737,0,85.0,6.9,35,Peter DeLuise,0
0,en,7.315935,0,86.0,6.7,78,Mel Brooks,0
4500000,hi,2.551559,32000000,126.0,7.3,57,Raja Menon,0
0,en,8.772574,0,199.0,8.2,68,Kevin Sullivan,0
0,en,6.9883570000000015,0,103.0,5.5,71,Ernie Barbarash,0
3730500,en,6.938853999999999,6294161,112.0,5.7,109,Nick Love,0
5000000,en,11.21273,0,89.0,7.0,217,Jonathan Glazer,0
0,sv,7.217328,0,124.0,6.5,63,Daniel Espinosa,0
8000000,en,12.439495,41400000,101.0,7.1,111,Niki Caro,0
3250000,en,2.126139,0,133.0,6.6,19,,0
0,de,10.142218,0,120.0,5.9,140,Ivan Engler,0
4200000,en,16.536374,0,98.0,6.1,1000,Kenny Ortega,0
0,en,0.933891,0,93.0,6.9,11,Richard Kwietniowski,0
4200000,ru,12.540624,32000000,114.0,6.3,210,Timur Bekmambetov,0
3705538,en,8.839651,62548947,112.0,6.9,176,Neil Jordan,1
4000000,en,12.891276,125728258,94.0,6.1,183,Bob Clark,1
4000000,en,10.789912,0,90.0,4.6,116,George A. Romero,0
114000,en,25.666029,30000000,96.0,7.5,580,George A. Romero,0
4000000,en,45.66662,119723856,102.0,7.3,1895,Sofia Coppola,1
4000000,en,35.892034,38251425,93.0,7.8,1010,Woody Allen,0
4000000,en,8.988455,36000000,152.0,6.6,50,Cecil B. DeMille,0
4000000,en,14.042041,44909486,111.0,6.5,250,Marc Forster,0
4000000,en,40.016306,187112,95.0,5.2,593,Henry Hobson,0
3600000,en,22.030517,49800000,112.0,7.1,360,Mike Figgis,0
4500000,en,2.503612,0,86.0,4.8,67,Duane Journey,0
4000000,en,4.117968,0,105.0,6.9,68,Billy Wilder,0
4000000,en,24.161735,52425855,91.0,4.1,1022,Rob Cohen,0
4000000,en,1.3793540000000002,14400000,105.0,6.4,22,Carol Reed,0
3500000,en,15.338211,34705850,106.0,6.5,506,Lisa Cholodenko,0
4000000,en,29.852608,13008928,94.0,7.1,550,John Carpenter,0
4000000,en,35.061467,11744471,172.0,7.8,717,John Sturges,0
0,en,7.2883520000000015,10000000,109.0,5.8,34,William Arntz,0
5000000,en,10.605752,15179302,88.0,4.4,203,Ed Gass-Donnelly,0
4000000,en,43.40352,44349000,164.0,7.5,1971,Richard Linklater,0
4000000,en,17.229537,31584901,96.0,6.4,420,Woody Allen,0
7000000,en,2.453459,10229331,93.0,5.3,26,DJ Pooh,0
6000000,en,1.433692,9000000,82.0,5.9,15,DJ Pooh,0
32000000,en,9.976428,0,101.0,6.7,89,Wayne Kramer,0
4000000,en,2.9300580000000003,8200000,124.0,6.8,72,John Huston,0
0,en,7.173058999999999,0,91.0,5.5,57,Patrick Stettner,0
0,en,1.7354619999999998,0,82.0,4.8,10,James Melkonian,0
0,es,29.071955,44000000,105.0,7.1,633,Juan Antonio Bayona,0
0,en,18.428909,0,87.0,5.4,346,Michael Tiddes,0
4000000,en,11.387335,0,110.0,6.3,168,Roger Avary,0
4000000,en,5.975604,6000000,143.0,6.1,77,Alfred Hitchcock,0
4000000,en,4.598409999999999,4630045,84.0,5.5,69,Bob Odenkirk,0
4000000,en,22.87623,4300000,98.0,6.5,530,Allison Anders,0
4000000,en,19.107285,9304609,104.0,6.7,376,Steven Shainberg,0
0,en,0.456485,0,96.0,3.3,8,Rick de Oliveira,0
4000000,en,4.541908,3468572,110.0,6.7,46,Oliver Stone,0
0,en,4.348416,0,84.0,7.3,63,Christopher Guest,0
0,en,3.347885,0,94.0,5.4,11,Jeff Franklin,0
4000000,en,6.091951,2426851,90.0,6.2,80,John Dahl,0
0,en,4.757625,1919197,96.0,6.1,67,Mike Mills,0
4000000,en,12.062371,1104682,88.0,5.9,316,Kevin Smith,0
4000000,en,7.758188,866999,101.0,6.6,102,Dave McKean,0
4000000,en,12.781973,0,102.0,8.0,167,Ron Fricke,0
0,en,1.631993,0,87.0,5.1,8,Ruggero Deodato,0
0,en,12.690224,1406224,83.0,6.5,415,Gavin Wiesen,0
0,en,8.516229,0,103.0,5.5,58,Mora Stephens,0
0,en,5.90259,0,99.0,6.5,25,Mars Callahan,0
4000000,en,2.866934,0,106.0,5.2,9,Mike Figgis,0
0,en,9.140936,641100,115.0,6.9,228,Leos Carax,0
4000000,en,22.987897,2365467,118.0,6.5,338,David Gordon Green,0
3000000,en,1.204941,302204,109.0,7.0,23,Stefan Schwartz,0
1300000,en,7.605291,354704,102.0,6.7,27,Renny Harlin,0
1500000,en,2.855963,0,95.0,6.0,26,Robert Lee King,0
0,en,0.502396,0,87.0,5.8,6,Kevin Allen,0
4000000,en,1.771584,0,119.0,8.1,18,Jorge Ram\u00edrez Su\u00e1rez,0
9500000,en,21.230737,120000,104.0,6.6,307,David Schwimmer,0
0,en,0.068246,0,103.0,6.0,1,Barry Levinson,0
0,en,0.541652,0,93.0,4.5,2,Sam Miller,0
16000000,en,18.790221,318982,100.0,6.1,291,Anne Fontaine,0
4000000,en,0.409089,0,100.0,4.2,5,Dan Ireland,0
4000000,es,3.663108,146402,113.0,7.1,36,Fernando Le\u00f3n de Aranoa,0
650000,en,12.496261,33245,98.0,6.2,285,Jim Mickle,0
0,en,0.596889,0,92.0,6.7,7,Stephen T. Kay,0
0,pt,2.611364,0,106.0,6.4,31,Karim A\u00efnouz,0
4000000,en,3.238466,355688,119.0,6.2,37,Sam Levinson,0
4000000,en,8.30723,25345000,99.0,6.2,157,Julian Gilbey,0
0,en,3.408955,0,90.0,5.8,38,Vincenzo Natali,0
0,ru,1.876621,4037782,120.0,7.3,23,Aleksandr Veledinskiy,0
0,en,1.807571,0,142.0,7.1,20,Peter H. Hunt,0
0,en,6.783053,0,93.0,5.2,13,Ruba Nadda,0
3950000,en,8.484123,8000000,127.0,6.1,19,James Whale,0
4000000,en,0.936232,0,103.0,5.7,9,Edward Burns,0
4000000,en,12.822534,0,93.0,4.5,118,Phil Joanou,0
0,en,4.989985,0,84.0,6.6,207,Sean Byrne,0
4000000,en,1.390659,0,78.0,4.1,8,Chris Stokes,0
4000000,en,1.923514,0,0.0,5.2,20,Mark Griffiths,0
0,en,4.1186120000000015,0,113.0,4.4,21,Bruce MacDonald,0
3900000,en,9.541688,28350000,120.0,7.5,89,Fred Zinnemann,0
3800000,en,17.234745,23689877,121.0,7.7,381,Sidney Lumet,0
4000000,en,48.98255,400176459,238.0,7.7,970,Victor Fleming,1
0,en,1.972668,0,98.0,6.5,18,Richard Raymond,0
3800000,en,3.490215,14873,123.0,6.2,38,Sam Peckinpah,0
3768785,en,1.726175,8000000,107.0,7.3,22,George Sidney,0
967686,en,20.544999,4270000,101.0,7.0,423,Chris Morris,0
0,pt,0.389471,0,115.0,6.7,9,Andrucha Waddington,0
3500000,en,8.45342,44462,101.0,6.5,195,Peter Stebbings,0
3700000,en,0.90522,2956000,102.0,6.6,17,Vincente Minnelli,0
3800000,en,2.201678,0,95.0,6.0,21,Dagur K\u00e1ri,0
4000000,en,3.771652,13401952,109.0,6.6,66,Nicholas Hytner,0
3600000,en,21.119209,44785053,113.0,7.4,299,John Schlesinger,0
3500000,en,17.002623,257850122,91.0,6.8,363,Peter Cattaneo,1
3500000,en,46.116885,83453539,88.0,7.1,1074,Jerry Zucker,1
5000000,en,1.398981,0,88.0,5.3,11,Kevin Carraway,0
3500000,en,25.5748,28215918,91.0,7.0,503,F. Gary Gray,0
3500000,en,3.418871,27900000,97.0,7.2,173,Albert Hughes,0
3500000,en,10.729884,14000000,92.0,5.9,129,Michael Gornick,0
3716946,en,2.676535,5000000,121.0,6.9,47,Sam Peckinpah,0
3500000,en,7.8214380000000014,13007551,134.0,7.4,82,Richard Brooks,0
3500000,en,3.281509,12800000,149.0,7.4,46,Fred Zinnemann,0
3500000,en,2.938973,12000000,121.0,6.2,35,Jack Smight,0
3500000,en,10.219942,12600000,116.0,7.1,158,Alfred Hitchcock,0
3500000,en,50.319662,40423945,92.0,6.3,1434,Robert Eggers,0
0,en,0.593068,0,93.0,5.4,8,Michael Martin,0
3500000,en,8.406025,9482579,96.0,5.7,70,Edward Burns,0
10000000,en,5.588652,6451628,105.0,6.8,81,Bill Condon,0
2000000,es,25.894065,33965843,129.0,7.8,626,Juan Jos\u00e9 Campanella,0
0,en,3.280081,0,94.0,4.8,36,Gideon Raff,0
3600000,en,35.674774,5923044,84.0,7.6,742,Sam Raimi,0
0,en,3.115754,0,81.0,5.4,43,Louis C.K.,0
1000000,en,20.466433,0,86.0,3.8,476,Anthony C. Ferrante,0
0,es,0.015597,0,105.0,5.4,4,Salvador Carrasco,0
3500000,nb,12.982319,4159678,103.0,6.7,583,Andr\u00e9 \u00d8vredal,0
0,en,0.595136,0,104.0,5.8,9,Robert Cary,0
3500000,en,3.643608,113783,98.0,6.7,28,Adam Rapp,0
3500000,en,6.396936,0,91.0,5.6,90,Angela Robinson,0
0,en,0.909067,0,111.0,2.9,7,Warren P. Sonoda,0
3500000,en,1.348114,0,98.0,5.2,10,Amanda Gusack,0
0,en,0.964802,0,104.0,2.0,1,Avi Nesher,0
0,en,0.0423459999999999,0,200.0,0.0,0,Nick Murphy ,0
3500000,en,1.271621,0,96.0,4.6,10,Charles Adelman,0
3500000,en,25.891466,0,78.0,7.9,419,Jay Oliva,0
3500000,en,1.618138,0,100.0,0.0,0,Charles Ferguson,0
3500000,en,4.304341,0,85.0,3.3,19,Uwe Boll,0
3500000,en,3.158056,0,92.0,5.3,37,Mark Young,0
0,en,3.230779,0,86.0,5.0,11,"Daniel Petrie, Jr.",0
3440000,en,1.913302,0,90.0,3.6,6,Antonio Simoncini,0
3400000,en,5.690619,31063038,94.0,6.5,84,Mel Brooks,0
8000000,fr,17.537154,127392239,80.0,6.9,358,Luc Jacquet,1
3500000,en,26.259389,19504039,107.0,6.7,524,J.C. Chandor,0
0,en,1.419431,0,100.0,6.2,15,Eldar Rapaport,0
3000000,en,11.637458,3830137,92.0,6.0,127,Clark Gregg,0
3300000,en,192.528841,13092000,105.0,8.3,4254,Damien Chazelle,0
3300000,pt,44.356711,30641770,130.0,8.1,1814,Fernando Meirelles,0
600000,en,4.859873,4000000,99.0,6.8,97,Justin Kerrigan,0
3400000,en,6.7230570000000025,0,118.0,6.8,47,Nathan Frankowski,0
0,en,3.069605,0,85.0,6.4,66,Karen Moncrieff,0
3800000,da,21.826888,16800000,115.0,7.9,927,Thomas Vinterberg,0
0,en,15.128316,19294144,94.0,7.4,344,Bob Clark,0
0,en,1.814802,0,91.0,6.7,37,Alejandro Monteverde,0
4300000,en,5.643023,0,98.0,6.2,66,Mark L. Lester,0
3300000,en,2.964785,45000,96.0,4.1,9,Jonathan Silverman,0
2000000,en,0.11615,7,92.0,8.0,1,Eric Styles,0
0,fr,13.437038,28814580,128.0,6.8,174,Laurent Cantet,0
3200000,en,26.180367,33395426,136.0,7.5,863,Roman Polanski,0
3200000,en,11.735287,8000000,123.0,7.4,265,John Ford,0
0,en,8.308442,2277396,99.0,6.9,150,Max Mayer,0
0,es,3.027892,0,101.0,6.9,101,Joshua Marston,0
3200000,en,11.933449,5332926,105.0,6.8,347,Mike Mills,0
0,en,8.825113,658573,95.0,6.1,160,John Gulager,0
2700000,en,17.332585,141000000,109.0,7.0,418,John Landis,1
2500000,en,47.812466,124881062,110.0,7.2,987,Guy Hamilton,1
2400000,en,11.753553,0,110.0,5.7,112,Brandon Cronenberg,0
3180000,en,42.868495,9644124,130.0,8.0,1076,Frank Capra,0
4000000,en,63.513324,16491080,93.0,7.8,2655,Danny Boyle,0
0,en,1.918959,0,115.0,6.3,15,Spike Lee,0
3000000,en,22.789649,177512032,91.0,5.7,722,Tod Williams,1
0,en,5.735912,0,91.0,7.4,54,Kirk Jones,0
4000000,en,11.414843,35564473,120.0,7.3,453,Michael Moore,0
0,zh,6.017273,0,111.0,6.9,49,Zhang Yimou,0
3000000,en,21.607228,29999213,87.0,5.7,361,Jack Sholder,0
3000000,en,7.9615589999999985,20966644,117.0,6.9,156,James Ivory,0
3000000,en,54.40303299999999,89328627,86.0,6.0,2428,James DeMonaco,1
3000000,en,41.045084,77712439,110.0,6.7,1573,Scott Derrickson,1
3000000,en,0.295226,19184015,113.0,5.0,1,Martin Lawrence,0
3000000,en,16.553594,17570324,108.0,7.6,165,Richard Brooks,0
3000000,en,24.393296,18999718,95.0,6.2,361,Ted Post,0
3000000,en,11.241802,23144499,98.0,5.3,106,Charles Martin Smith,0
16000000,ja,9.18885,68411275,93.0,5.9,137,Michael Haigney,0
3000000,en,11.158167,19472057,86.0,5.7,216,Tom McLoughlin,0
3000000,en,23.109959,33300000,161.0,7.7,542,David Lean,0
3000000,en,1.586598,15369573,100.0,4.7,25,Patrick Read Johnson,0
2000000,en,3.832858,7900000,121.0,6.7,86,Alfred Hitchcock,0
3000000,en,22.889294,25000000,125.0,8.1,483,Billy Wilder,0
3000000,en,10.341982000000002,15938065,87.0,4.2,193,Adam Marcus,0
3000000,en,7.924982000000001,13000000,128.0,6.4,120,Alfred Hitchcock,0
3000000,en,1.697846,11718595,100.0,6.4,28,Michel Gondry,0
0,en,14.936661,229094,84.0,6.6,367,John Maclean,0
3000000,en,0.720091,0,97.0,7.0,11,Michael Schultz,0
0,en,2.747402,0,84.0,5.3,36,Benny Boom,0
3000000,en,6.734964999999999,10400000,146.0,7.3,41,Richard Brooks,0
3000000,en,13.338539,10000000,186.0,7.6,155,Stanley Kramer,0
0,en,0.185373,9016377,94.0,4.5,4,David Raynr,0
3000000,en,5.3448150000000005,9012000,133.0,7.3,82,Howard Hawks,0
0,en,0.982624,0,99.0,3.7,10,Nnegest Likk\u00e9,0
3000000,en,23.299907,11176469,108.0,7.4,568,Richard Linklater,0
0,en,4.103764,0,95.0,3.8,46,Christopher Leitch,0
3000000,en,5.003615,7282851,97.0,6.3,94,Don Coscarelli,0
3000000,en,0.019984,6804016,94.0,5.0,3,Michael Schultz,0
0,en,1.026243,0,86.0,5.8,19,Patricia Cardoso,0
0,en,2.787375,10422387,115.0,6.8,34,Deepa Mehta,0
3800000,en,3.667372,28200000,97.0,6.5,59,Damien O'Donnell,0
3000000,en,2.144354,0,82.0,3.1,11,Peter M. Cohen,0
3000000,en,3.937939,4109095,117.0,5.7,35,Mira Nair,0
3000000,en,5.325156,0,90.0,6.0,57,Nicole Holofcener,0
3000000,en,23.981601,4000000,100.0,7.4,798,Mel Stuart,0
0,en,3.107149,0,98.0,5.2,38,Anthony Hickox,0
0,en,5.016607,0,95.0,5.4,39,Tom Schulman,0
0,en,13.857194,0,94.0,7.6,234,Terrence Malick,0
0,en,6.997495,0,104.0,6.4,25,Jill Sprecher,0
3000000,en,4.337685,3076820,87.0,5.9,90,Darren Stein,0
2962051,en,3.636634,3011195,108.0,6.6,94,Julian Schnabel,0
0,en,15.492257,4069826,86.0,7.2,345,Noah Baumbach,0
3000000,af,2.504169,9879971,94.0,6.9,94,Gavin Hood,0
3000000,en,10.757539,2807390,139.0,7.4,194,Todd Solondz,0
0,en,1.580027,0,89.0,6.1,4,George Gallo,0
